"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets received","Likes received","User Id",Name,Username,"Verified or Non-Verified","Profile URL","Protected or Not Protected"
"""1434892682720014348""",https://twitter.com/larryelder/status/1434892682720014348,"2021-09-06 14:54:09","""Larry Elder talks water, forestry policy at Oroville Dam
https://t.co/cmYcRewWAz

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",128,472,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434892126182002695""",https://twitter.com/larryelder/status/1434892126182002695,"2021-09-06 14:51:56","""California recall candidate Larry Elder visits Butte County 

https://t.co/CG5uhdXNSE

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",135,482,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434891605383675905""",https://twitter.com/larryelder/status/1434891605383675905,"2021-09-06 14:49:52","""https://t.co/mnvU6rOkTD

#RecallGavinNewsom 
#WeveGotAStateToSave https://t.co/alBWP8sT0T""",Tweet,"Twitter for iPhone",3963,18192,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434890219451420674""",https://twitter.com/larryelder/status/1434890219451420674,"2021-09-06 14:44:21","""Stanford Study: More Businesses Have Already Fled California This Year Than in All of 2020
https://t.co/nGAv1R8uye

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",351,848,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434756186507595779""",https://twitter.com/larryelder/status/1434756186507595779,"2021-09-06 05:51:46","""Temecula Republican activist Oscar Murdock unveils his brand-new Elect Elder lawn sign beside his son, conservative political commentor Deroy Murdock.

#RecallGavinNewsom
#WeveGotACountryToSave https://t.co/Z6M6SonHyK""",Tweet,"Twitter for iPad",507,2907,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434750474385690627""",https://twitter.com/larryelder/status/1434750474385690627,"2021-09-06 05:29:04","""Biden’s Economy: The Black-White Unemployment Gap Soared in August
https://t.co/Smf82meaj1

#WeveGotACountryToSave""",Tweet,"Twitter for iPhone",147,447,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434750119815958533""",https://twitter.com/larryelder/status/1434750119815958533,"2021-09-06 05:27:39","""Hit hard by pandemic, Hispanic voters could be key to California recall 

https://t.co/J4MyZKkTE1

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",217,896,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434749657238802434""",https://twitter.com/larryelder/status/1434749657238802434,"2021-09-06 05:25:49","""Ex-California Democrat leader Gloria Romero endorses Larry Elder for governor 

https://t.co/A8Txj8A1Aw

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",751,2939,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434749340979892225""",https://twitter.com/larryelder/status/1434749340979892225,"2021-09-06 05:24:33","""Dinesh D’Souza with Larry Elder Dinesh D’Souza Podcast: (Interview starts at 14:25)

https://t.co/p0IzGe5Mid

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",103,390,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434748916809887748""",https://twitter.com/larryelder/status/1434748916809887748,"2021-09-06 05:22:52","""Larry Elder on The Bottom Line with Roger Marsh The Bottom Line. 9/2 https://t.co/3NNIHHjTu6

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",55,193,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434748643563606018""",https://twitter.com/larryelder/status/1434748643563606018,"2021-09-06 05:21:47","""Biden Can’t Defend Governor Newsom’s Track Record: Larry Elder FOX News
https://t.co/4f244JAc6P

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",121,540,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434747682061385730""",https://twitter.com/larryelder/status/1434747682061385730,"2021-09-06 05:17:58","""Governments Must Pay $800,000 in Legal Fees to Church for COVID-19 Overreach

https://t.co/s49PmWrrqs

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",209,1063,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434746093447761922""",https://twitter.com/larryelder/status/1434746093447761922,"2021-09-06 05:11:39","""Why California's recall could deliver a sucker punch to Biden, not just Newsom

https://t.co/fibTBBZhxC

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",438,2179,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434745004589654019""",https://twitter.com/larryelder/status/1434745004589654019,"2021-09-06 05:07:20","""Family of 5 allegedly attacked by two homeless people with machete in Malibu; dad loses eye

https://t.co/WjQOtUBY67

#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",321,839,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434735203986071554""",https://twitter.com/larryelder/status/1434735203986071554,"2021-09-06 04:28:23","""Gavin Newsom‘s abuse of power and his prolonged suspension of in-person learning for California’s children is reason enough to fire him. 
#RecallGavinNewsom 
https://t.co/uyyrvTZIfJ https://t.co/iDocN2a4Gm""",Tweet,"Twitter for iPhone",1740,6388,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434664591489835012""",https://twitter.com/larryelder/status/1434664591489835012,"2021-09-05 23:47:48","""https://t.co/mnvU6rOkTD

#RecallGavinNewsom
#WeveGotACountryToSave https://t.co/oLBaHxtcwB""",Tweet,"Twitter for iPhone",173,913,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434663865099431937""",https://twitter.com/larryelder/status/1434663865099431937,"2021-09-05 23:44:54","""My heart goes out to the victims. California state and local governments must end this madness. 

https://t.co/QDFPdWIDWF""",Tweet,"Twitter for iPhone",1289,4020,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434663399145705475""",https://twitter.com/larryelder/status/1434663399145705475,"2021-09-05 23:43:03","""Larry Elder pledges US Senate ‘earthquake’ if he wins California recall
https://t.co/R3lMfLA3zb

#RecallGavinNewsom
#WeveGotACountryToSave""",Tweet,"Twitter for iPhone",409,1849,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434651277166882816""",https://twitter.com/larryelder/status/1434651277166882816,"2021-09-05 22:54:53","""California — early in-person voting has begun. Make a plan to vote! And vote YES to #RecallGavinNewsom and save this state. 

https://t.co/uyyrvTZIfJ https://t.co/dm83Q6186x""",Tweet,"Twitter for iPhone",2938,10025,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434650567264059392""",https://twitter.com/cernovich/status/1434650567264059392,"2021-09-05 22:52:04","""Early voting starts today in California. 

Vote Yes on Recall!""",Retweet,"Twitter for iPhone",5142,27053,"""358545917""","""Cernovich""",cernovich,Verified,https://twitter.com/cernovich,"Not Protected"
"""1434646173374107648""",https://twitter.com/larryelder/status/1434646173374107648,"2021-09-05 22:34:36","""We’re going to save this state. California’s best days are ahead. On September 14, vote YES to recall Gavin Newsom.

Cast your vote. Learn more at https://t.co/uyyrvTZIfJ https://t.co/S5EvDvzIlh""",Tweet,"Twitter for iPhone",7670,39712,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434645267983306759""",https://twitter.com/larryelder/status/1434645267983306759,"2021-09-05 22:31:00","""Thank you Durham!
#RecallGavinNewsom 
https://t.co/uyyrvTZIfJ https://t.co/udXMcD3EHB""",Reply,"Twitter for iPhone",121,624,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434645186966130690""",https://twitter.com/larryelder/status/1434645186966130690,"2021-09-05 22:30:41","""Thank you Durham!
#RecallGavinNewsom 
https://t.co/uyyrvTZIfJ https://t.co/xLvjGrtqAJ""",Tweet,"Twitter for iPhone",359,2170,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434578034569486339""",https://twitter.com/liz_wheeler/status/1434578034569486339,"2021-09-05 18:03:51","""Your business was shut down.
You lost your job.
Your child is masked.
School is on zoom.
The beach was closed.
You were denied entry to church.
You were locked down in your house.

RECALL NEWSOM.""",Retweet,"Twitter for iPhone",3056,10475,"""264361128""","""Liz Wheeler""",liz_wheeler,Verified,https://twitter.com/liz_wheeler,"Not Protected"
"""1434558573707661319""",https://twitter.com/larryelder/status/1434558573707661319,"2021-09-05 16:46:31","""#RecallGavinNewsom 
https://t.co/w9Pb60wWla 

#WeveGotAStateToSave https://t.co/mz6yMUUIC8""",Tweet,"Twitter for iPhone",446,1932,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434554046019481602""",https://twitter.com/larryelder/status/1434554046019481602,"2021-09-05 16:28:31","""Rising crime
Rising homelessness
Outrageous cost of living
Something must change.

#RecallGavinNewsom
https://t.co/uyyrvTZIfJ https://t.co/2Rh2ObqfIp""",Tweet,"Twitter for iPhone",5024,17797,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434369197069451264""",https://twitter.com/prageru/status/1434369197069451264,"2021-09-05 04:14:00","""Get addicted to hard work. 
@larryelder https://t.co/F6ogWwVxQ8""",Retweet,"Twitter for iPhone",484,1785,"""41160276""","""PragerU""",prageru,Verified,https://twitter.com/prageru,"Not Protected"
"""1434360963847933954""",https://twitter.com/larryelder/status/1434360963847933954,"2021-09-05 03:41:17","""Thank you Ontario!

#RecallGavinNewsom

https://t.co/uyyrvTZIfJ https://t.co/BsjypRxh56""",Tweet,"Twitter for iPhone",1224,7520,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434359583670218755""",https://twitter.com/larryelder/status/1434359583670218755,"2021-09-05 03:35:48","""“Tent cities, street chaos and public disorder have spread to every corner of California under his watch.”

#RecallGavinNewsom

https://t.co/E1iOhvbuJa""",Tweet,"Twitter for iPhone",1393,4534,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434285885437071360""",https://twitter.com/larryelder/status/1434285885437071360,"2021-09-04 22:42:57","""Holocaust survivor Piri Katz (93) endorses Larry with daughter Cherol Katz https://t.co/GLgm570FwL""",Tweet,"Twitter for iPhone",2712,17312,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434285863102386178""",https://twitter.com/larryelder/status/1434285863102386178,"2021-09-04 22:42:52","""With College Republicans https://t.co/93ObwlxqJo""",Tweet,"Twitter for iPhone",1016,8600,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434269370524393472""",https://twitter.com/larryelder/status/1434269370524393472,"2021-09-04 21:37:20","""https://t.co/mnvU6rOkTD

#RecallGavinNewsom
#WeveGotAStateToSave https://t.co/XBorFN2jJH""",Tweet,"Twitter for iPhone",2370,8101,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434176413817475074""",https://twitter.com/larryelder/status/1434176413817475074,"2021-09-04 15:27:57","""Larry Elder joins Dinesh to fire back at the racist attack on him from the Left. 
https://t.co/goDrtys1dt

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",354,1101,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434175971062476800""",https://twitter.com/larryelder/status/1434175971062476800,"2021-09-04 15:26:11","""Larry Elder Outlines His Bold Plan To Save California 

https://t.co/OIt9aYaaZm

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",257,788,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434175190083129351""",https://twitter.com/larryelder/status/1434175190083129351,"2021-09-04 15:23:05","""Gubernatorial candidate Larry Elder says business owners have fallen victim to Gavin Newsom’s lockdowns

https://t.co/RtSnfrb5Lv

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",242,784,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434174823010226179""",https://twitter.com/larryelder/status/1434174823010226179,"2021-09-04 15:21:38","""Larry Elder's Mostly Secret Hollywood Supporters Are Working Hard to Help Him Beat Newsom
https://t.co/H9CmuXGFzb

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",1093,4501,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434174469065482240""",https://twitter.com/larryelder/status/1434174469065482240,"2021-09-04 15:20:13","""Whatever Happens In California’s Recall, Larry Elder Proves That, When It Comes To Politics, Ideology Trumps Race – OpEd

https://t.co/uhMExVTXXY

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",126,598,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434172580127145988""",https://twitter.com/larryelder/status/1434172580127145988,"2021-09-04 15:12:43","""Media Can’t Handle the Climate Truth:  If, after four decades, scientists see less warming and lower emissions, isn’t that good news?

https://t.co/u1B6lgf9uv

#ClimateChangeAlarmism""",Tweet,"Twitter for iPhone",640,2876,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434172079012601858""",https://twitter.com/larryelder/status/1434172079012601858,"2021-09-04 15:10:43","""Why California's Recall Could Deliver A Sucker Punch To Biden, Not Just Newsom

https://t.co/fibTBBZhxC

#RecallGavinNewsom 
#WeveGotAStateToSave""",Tweet,"Twitter for iPhone",338,1258,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434171625008603137""",https://twitter.com/larryelder/status/1434171625008603137,"2021-09-04 15:08:55","""https://t.co/mnvU6rOkTD

#RecallGavinNewsom
#WeveGotACountryToSave https://t.co/xbQxVa6tYX""",Tweet,"Twitter for iPhone",138,716,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434171265464504328""",https://twitter.com/larryelder/status/1434171265464504328,"2021-09-04 15:07:29","""https://t.co/mnvU6rOkTD

#RecallGavinNewsom
#WeveGotACountryToSave https://t.co/3PuNtjc8Ep""",Tweet,"Twitter for iPhone",352,1934,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1434170941932666884""",https://twitter.com/larryelder/status/1434170941932666884,"2021-09-04 15:06:12","""https://t.co/mnvU6rOkTD

#RecallGavinNewsom
#WeveGotACountryToSave https://t.co/ITXSPMHe37""",Tweet,"Twitter for iPhone",158,1000,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1433928008537096192""",https://twitter.com/elex_michaelson/status/1433928008537096192,"2021-09-03 23:00:52","""Spoke one on one with @larryelder. Polls show he’s the leading GOP candidate trying to unseat @GavinNewsom. 

It’s been a privilege to interview the Governor and all his top challengers over the last few months. 

Look for our interview on @FOXLA &amp;amp; @TheIssueIsShow https://t.co/XncfH6eSX0""",Retweet,"Twitter for iPhone",256,1687,"""937422446323314688""","""Elex Michaelson""",elex_michaelson,Verified,https://twitter.com/elex_michaelson,"Not Protected"
"""1433914081082232839""",https://twitter.com/larryelder/status/1433914081082232839,"2021-09-03 22:05:32","""Are you happy with the cost of living? Are you happy about our public schools? Are you happy about needles on Venice Beach? Are you happy that this state is running out of water? Are you happy with the fires?

If not, how about a change?

Vote YES to Recall Gavin Newsom. https://t.co/QUFo13gIUq""",Tweet,"Twitter for iPhone",1366,5123,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1433908456931708928""",https://twitter.com/larryelder/status/1433908456931708928,"2021-09-03 21:43:11","""“Larry Elder Outlines His Bold Plan To Save California”

@ighaworth 

https://t.co/QPj6v0WpoZ""",Tweet,"Twitter for iPhone",240,935,"""195271137""","""Larry Elder""",larryelder,Verified,https://twitter.com/larryelder,"Not Protected"
"""1433904251013582852""",https://twitter.com/deangeliscorey/status/1433904251013582852,"2021-09-03 21:26:28","""Larry Elder: &quot;I favor school choice, he doesn’t. I favor giving parents an option out. He doesn’t.&quot; https://t.co/31GCN0p4aZ""",Retweet,"Twitter for iPhone",2445,10169,"""1276140426""","""Corey A. DeAngelis""",deangeliscorey,Verified,https://twitter.com/deangeliscorey,"Not Protected"
